,StateName,stateabb,ST_CODE,PC_CODE,bigstate,PCNAME,pc_name_n,m_electors,f_electors,t_electors,m_voters,f_voters,t_voters,year,representation
179,Kerala,KL,S11,5,1.0,Kozhikode,Kozhikode,571709.0,610775.0,1182484.0,456299.0,484028.0,940327.0,2014.0,1.0
180,Kerala,KL,S11,6,1.0,Malappuram,Malappuram,598207.0,600237.0,1198444.0,415672.0,437264.0,852936.0,2014.0,1.0
181,Kerala,KL,S11,7,1.0,Ponnani,Ponnani,574106.0,606683.0,1180789.0,405012.0,466307.0,871319.0,2014.0,1.0
182,Kerala,KL,S11,8,1.0,Palakkad,Palakkad,587366.0,621360.0,1208726.0,444249.0,465167.0,909416.0,2014.0,1.0
183,Kerala,KL,S11,9,1.0,Alathur,Alathur,591950.0,624401.0,1216351.0,452923.0,474384.0,927307.0,2014.0,1.0
184,Kerala,KL,S11,10,1.0,Thrissur,Thrissur,606518.0,668770.0,1275288.0,433933.0,485624.0,919557.0,2014.0,1.0
185,Kerala,KL,S11,11,1.0,Chalakudy,Chalakudy,565083.0,585414.0,1150497.0,437197.0,446915.0,884112.0,2014.0,1.0
186,Kerala,KL,S11,12,1.0,Ernakulam,Ernakulam,565836.0,590656.0,1156492.0,428604.0,421361.0,849965.0,2014.0,1.0
187,Kerala,KL,S11,13,1.0,Idukki,Idukki,578849.0,579886.0,1158735.0,424879.0,394103.0,818982.0,2014.0,1.0
188,Kerala,KL,S11,14,1.0,Kottayam,Kottayam,573572.0,587893.0,1161465.0,426604.0,404356.0,830960.0,2014.0,1.0
189,Kerala,KL,S11,15,1.0,Alappuzha,Alappuzha,611877.0,659447.0,1271324.0,477034.0,517975.0,995009.0,2014.0,1.0
190,Kerala,KL,S11,16,1.0,Mavelikkara,Mavelikkara,592702.0,659966.0,1252668.0,416193.0,470987.0,887180.0,2014.0,1.0
191,Kerala,KL,S11,17,1.0,Pathanamthitta,Pathanamthitta,631495.0,692411.0,1323906.0,425887.0,444099.0,869986.0,2014.0,1.0
192,Kerala,KL,S11,18,1.0,Kollam,Kollam,575296.0,644119.0,1219415.0,406898.0,469024.0,875922.0,2014.0,1.0
193,Kerala,KL,S11,19,1.0,Attingal,Attingal,575780.0,675618.0,1251398.0,394491.0,462016.0,856507.0,2014.0,1.0
194,Kerala,KL,S11,20,1.0,Thiruvananthapuram,Thiruvananthapuram,614438.0,658310.0,1272748.0,433243.0,437404.0,870647.0,2014.0,1.0
195,Madhya Pradesh,MP,S12,1,1.0,MORENA,Morena,938787.0,763635.0,1702457.0,538721.0,315516.0,854238.0,2014.0,0.0
196,Madhya Pradesh,MP,S12,2,1.0,BHIND,Bhind,892173.0,707938.0,1600137.0,469662.0,259501.0,729163.0,2014.0,0.0
197,Madhya Pradesh,MP,S12,3,1.0,GWALIOR,Gwalior,1023937.0,852908.0,1876965.0,594606.0,395609.0,990230.0,2014.0,0.0
198,Madhya Pradesh,MP,S12,4,1.0,GUNA,Guna,857327.0,748265.0,1605613.0,580802.0,394613.0,975415.0,2014.0,0.0
199,Madhya Pradesh,MP,S12,5,1.0,SAGAR,Sagar,815511.0,704754.0,1520322.0,536897.0,354866.0,891772.0,2014.0,1.0
200,Madhya Pradesh,MP,S12,6,1.0,TIKAMGARH,Tikamgarh,820670.0,708167.0,1528863.0,466852.0,299542.0,766398.0,2014.0,1.0
201,Madhya Pradesh,MP,S12,7,1.0,DAMOH,Damoh,882818.0,768760.0,1651614.0,558821.0,354514.0,913336.0,2014.0,0.0
202,Madhya Pradesh,MP,S12,8,1.0,KHAJURAHO,Khajuraho,907340.0,795472.0,1702833.0,517233.0,357041.0,874283.0,2014.0,0.0
203,Madhya Pradesh,MP,S12,9,1.0,SATNA,Satna,772234.0,686123.0,1458381.0,499873.0,413407.0,913280.0,2014.0,1.0
204,Madhya Pradesh,MP,S12,10,1.0,REWA,Rewa,821800.0,722919.0,1544719.0,457628.0,372259.0,829887.0,2014.0,0.0
205,Madhya Pradesh,MP,S12,11,1.0,SIDHI,Sidhi,915799.0,820208.0,1736048.0,547499.0,441120.0,988619.0,2014.0,0.0
206,Madhya Pradesh,MP,S12,12,1.0,SHAHDOL,Shahdol,806746.0,754219.0,1561016.0,527809.0,440179.0,967988.0,2014.0,0.0
207,Madhya Pradesh,MP,S12,13,1.0,JABALPUR,Jabalpur,898045.0,813502.0,1711621.0,558905.0,443227.0,1002132.0,2014.0,0.0
208,Madhya Pradesh,MP,S12,14,1.0,MANDLA,Mandla,926166.0,898514.0,1824702.0,641219.0,575693.0,1216914.0,2014.0,0.0
209,Madhya Pradesh,MP,S12,15,1.0,BALAGHAT,Balaghat,822670.0,807049.0,1629741.0,570388.0,540968.0,1111356.0,2014.0,0.0
210,Madhya Pradesh,MP,S12,16,1.0,CHHINDWARA,Chhindwara,722052.0,679956.0,1402038.0,584697.0,522618.0,1107315.0,2014.0,1.0
211,Madhya Pradesh,MP,S12,17,1.0,HOSHANGABAD,Hoshangabad,835566.0,732614.0,1568206.0,593375.0,436990.0,1030365.0,2014.0,0.0
212,Madhya Pradesh,MP,S12,18,1.0,VIDISHA,Vidisha,872100.0,761915.0,1634039.0,619102.0,453345.0,1072447.0,2014.0,0.0
213,Madhya Pradesh,MP,S12,19,1.0,BHOPAL,Bhopal,1039153.0,918021.0,1957241.0,639634.0,490428.0,1130069.0,2014.0,0.0
214,Madhya Pradesh,MP,S12,20,1.0,RAJGARH,Rajgarh,827021.0,751717.0,1578757.0,597753.0,412196.0,1009952.0,2014.0,0.0
215,Madhya Pradesh,MP,S12,21,1.0,DEWAS,Dewas,843528.0,773563.0,1617111.0,653540.0,489442.0,1142982.0,2014.0,0.0
216,Madhya Pradesh,MP,S12,22,1.0,UJJAIN,Ujjain,790889.0,734560.0,1525481.0,571019.0,444831.0,1015857.0,2014.0,1.0
217,Madhya Pradesh,MP,S12,23,1.0,MANDSOUR,Mandsaur,838141.0,788383.0,1626556.0,639978.0,520386.0,1160374.0,2014.0,0.0
218,Madhya Pradesh,MP,S12,24,1.0,RATLAM,Ratlam,860924.0,841625.0,1702576.0,569214.0,511452.0,1080666.0,2014.0,0.0
219,Madhya Pradesh,MP,S12,25,1.0,DHAR,Dhar,858093.0,810302.0,1668441.0,586698.0,489232.0,1075930.0,2014.0,0.0
220,Madhya Pradesh,MP,S12,26,1.0,INDORE,Indore,1106595.0,1008635.0,2115303.0,736204.0,579670.0,1315896.0,2014.0,0.0
221,Madhya Pradesh,MP,S12,27,1.0,KHARGONE,Khargone,866905.0,836341.0,1703272.0,613926.0,537792.0,1151722.0,2014.0,0.0
222,Madhya Pradesh,MP,S12,28,1.0,KHANDWA,Khandwa,912764.0,846610.0,1759417.0,677300.0,578287.0,1255596.0,2014.0,0.0
223,Madhya Pradesh,MP,S12,29,1.0,BETUL,Betul,836846.0,770954.0,1607831.0,573928.0,473282.0,1047231.0,2014.0,0.0
224,Maharashtra,MH,S13,1,1.0,Nandurbar,Nandurbar,852313.0,820622.0,1672943.0,583431.0,530953.0,1114384.0,2014.0,0.0
225,Maharashtra,MH,S13,2,1.0,Dhule,Dhule,879332.0,796027.0,1675367.0,540775.0,438455.0,979230.0,2014.0,0.0
226,Maharashtra,MH,S13,3,1.0,Jalgaon,Jalgaon,909058.0,798886.0,1707969.0,550503.0,439312.0,989821.0,2014.0,0.0
227,Maharashtra,MH,S13,4,1.0,Raver,Raver,842701.0,750674.0,1593389.0,555229.0,455617.0,1010846.0,2014.0,0.0
228,Maharashtra,MH,S13,5,1.0,Buldhana,Buldana,844789.0,750643.0,1595435.0,535827.0,442565.0,978392.0,2014.0,0.0
229,Maharashtra,MH,S13,6,1.0,Akola,Akola,882014.0,790609.0,1672643.0,543956.0,433633.0,977589.0,2014.0,0.0
230,Maharashtra,MH,S13,7,1.0,Amravati,Amravati,848217.0,764503.0,1612739.0,554649.0,446414.0,1001063.0,2014.0,0.0
231,Maharashtra,MH,S13,8,1.0,Wardha,Wardha,817514.0,747024.0,1564552.0,553504.0,458674.0,1012178.0,2014.0,0.0
232,Maharashtra,MH,S13,9,1.0,Ramtek,Ramtek,887228.0,790024.0,1677266.0,576271.0,473007.0,1049278.0,2014.0,0.0
233,Maharashtra,MH,S13,10,1.0,Nagpur,Nagpur,980485.0,920265.0,1900784.0,578754.0,504850.0,1083604.0,2014.0,0.0
234,Maharashtra,MH,S13,11,1.0,Bhandara - gondiya,Bhandara - Gondiya,841257.0,814592.0,1655852.0,615597.0,580693.0,1196291.0,2014.0,0.0
235,Maharashtra,MH,S13,12,1.0,Gadchiroli-Chimur,Garhchiroli - Chimur,752751.0,715686.0,1468437.0,537674.0,489980.0,1027654.0,2014.0,1.0
236,Maharashtra,MH,S13,13,1.0,Chandrapur,Chandrapur,921095.0,832595.0,1753690.0,602269.0,506480.0,1108749.0,2014.0,0.0
237,Maharashtra,MH,S13,14,1.0,Yavatmal-Washim,Yavatmal - Washim,921276.0,834010.0,1755292.0,564176.0,467163.0,1031339.0,2014.0,0.0
238,Maharashtra,MH,S13,15,1.0,Hingoli,Hingoli,839540.0,746644.0,1586194.0,575663.0,473420.0,1049085.0,2014.0,0.0
239,Maharashtra,MH,S13,16,1.0,Nanded,Nanded,878520.0,808528.0,1687057.0,548032.0,462233.0,1010265.0,2014.0,0.0
240,Maharashtra,MH,S13,17,1.0,Parbhani,Parbhani,945901.0,857880.0,1803792.0,637677.0,523946.0,1161624.0,2014.0,0.0
241,Maharashtra,MH,S13,18,1.0,Jalna,Jalna,866612.0,745444.0,1612056.0,595979.0,469547.0,1065526.0,2014.0,0.0
242,Maharashtra,MH,S13,19,1.0,Aurangabad,Aurangabad,846011.0,743384.0,1589395.0,554458.0,428022.0,982480.0,2014.0,0.0
243,Maharashtra,MH,S13,20,1.0,Dindori,Dindori,808116.0,722062.0,1530208.0,546617.0,422882.0,969499.0,2014.0,1.0
244,Maharashtra,MH,S13,21,1.0,Nashik,Nashik,850699.0,743058.0,1593774.0,523318.0,412087.0,935405.0,2014.0,0.0
245,Maharashtra,MH,S13,22,1.0,Palghar,Palghar,830398.0,747673.0,1578149.0,531904.0,460337.0,992280.0,2014.0,0.0
246,Maharashtra,MH,S13,23,1.0,Bhiwandi,Biwandi,945521.0,751031.0,1696584.0,502705.0,372339.0,875044.0,2014.0,0.0
247,Maharashtra,MH,S13,24,1.0,Kalyan,Kalyan,1044943.0,876995.0,1922034.0,472077.0,352517.0,824652.0,2014.0,0.0
248,Maharashtra,MH,S13,25,1.0,Thane,Thane,1141737.0,931467.0,2073251.0,590956.0,462684.0,1053658.0,2014.0,0.0
249,Maharashtra,MH,S13,26,1.0,Mumbai North,Mumbai North,972753.0,811110.0,1783870.0,527247.0,418394.0,945642.0,2014.0,0.0
250,Maharashtra,MH,S13,27,1.0,Mumbai North West,Mumbai North-West,986704.0,788712.0,1775416.0,504202.0,393043.0,897245.0,2014.0,0.0
251,Maharashtra,MH,S13,28,1.0,Mumbai North East,Mumbai North-East,923016.0,745254.0,1668357.0,485677.0,375903.0,861638.0,2014.0,0.0
252,Maharashtra,MH,S13,29,1.0,Mumbai North central,Mumbai North-Central,967468.0,769592.0,1737084.0,472010.0,372857.0,844867.0,2014.0,0.0
253,Maharashtra,MH,S13,30,1.0,Mumbai South central,Mumbai South-Central,793802.0,654025.0,1447886.0,424310.0,343790.0,768130.0,2014.0,1.0
254,Maharashtra,MH,S13,31,1.0,Mumbai South,Mumbai South,828962.0,656867.0,1485844.0,436292.0,342366.0,778666.0,2014.0,1.0
255,Maharashtra,MH,S13,32,1.0,Raigad,Raigarh,752491.0,780290.0,1532781.0,485550.0,502232.0,987782.0,2014.0,1.0
256,Maharashtra,MH,S13,33,1.0,Maval,Maval,1035961.0,917770.0,1953741.0,646904.0,527044.0,1173949.0,2014.0,0.0
257,Maharashtra,MH,S13,34,1.0,Pune,Pune,949561.0,886266.0,1835835.0,533792.0,459588.0,993382.0,2014.0,0.0
258,Maharashtra,MH,S13,35,1.0,Baramati,Baramati,960395.0,853153.0,1813553.0,602117.0,463496.0,1065613.0,2014.0,0.0
259,Maharashtra,MH,S13,36,1.0,Shirur,Shirur,973132.0,850960.0,1824112.0,613290.0,475412.0,1088702.0,2014.0,0.0
260,Maharashtra,MH,S13,37,1.0,Ahmadnagar,Ahmadnagar,902928.0,802016.0,1705005.0,594749.0,465801.0,1060551.0,2014.0,0.0
261,Maharashtra,MH,S13,38,1.0,Shirdi,Shirdi,768181.0,694085.0,1462267.0,519824.0,412130.0,931954.0,2014.0,1.0
262,Maharashtra,MH,S13,39,1.0,Beed,Beed,963569.0,829083.0,1792652.0,680369.0,551091.0,1231460.0,2014.0,0.0
263,Maharashtra,MH,S13,40,1.0,Osmanabad,Osmanabad,934227.0,824943.0,1759186.0,611537.0,505020.0,1116572.0,2014.0,0.0
264,Maharashtra,MH,S13,41,1.0,Latur,Latur,902170.0,784780.0,1686957.0,576599.0,477934.0,1054533.0,2014.0,0.0
265,Maharashtra,MH,S13,42,1.0,Solapur,Solapur,893734.0,808990.0,1702739.0,526695.0,423356.0,950051.0,2014.0,0.0
266,Maharashtra,MH,S13,43,1.0,Madha,Madha,912715.0,814603.0,1727322.0,594868.0,483305.0,1078173.0,2014.0,0.0
267,Maharashtra,MH,S13,44,1.0,Sangli,Sangli,861582.0,787493.0,1649107.0,556695.0,486169.0,1042869.0,2014.0,0.0
268,Maharashtra,MH,S13,45,1.0,Satara,Satara,883947.0,836051.0,1719998.0,519148.0,456561.0,975709.0,2014.0,0.0
269,Maharashtra,MH,S13,46,1.0,Ratnagiri - sindhudurg,Ratnagiri - Sindhudurg,665658.0,701697.0,1367362.0,444269.0,451748.0,896017.0,2014.0,1.0
270,Maharashtra,MH,S13,47,1.0,Kolhapur,Kolhapur,909286.0,849002.0,1758293.0,663565.0,595421.0,1258986.0,2014.0,0.0
271,Maharashtra,MH,S13,48,1.0,Hatkanangle,Hatkanangle,850721.0,779846.0,1630604.0,630470.0,556249.0,1186727.0,2014.0,0.0
272,Manipur,MN,S14,1,2.0,Inner manipur ,Inner Manipur,417103.0,438257.0,855360.0,307043.0,334205.0,641248.0,2014.0,1.0
273,Manipur,MN,S14,2,2.0,Outer manipur,Outer Manipur,454314.0,464695.0,919009.0,379493.0,393746.0,773239.0,2014.0,1.0
274,Meghalaya,ML,S15,1,2.0,Shillong,Shillong,480409.0,500331.0,980740.0,292971.0,326895.0,619866.0,2014.0,1.0
275,Meghalaya,ML,S15,2,2.0,Tura,Tura,297230.0,289271.0,586501.0,232357.0,225763.0,458120.0,2014.0,1.0
276,Mizoram,MZ,S16,1,2.0,MIZORAM,Mizoram,346219.0,355951.0,702170.0,212673.0,213477.0,426150.0,2014.0,1.0
277,Nagaland,NL,S17,1,2.0,Nagaland,Nagaland,600518.0,582454.0,1182972.0,528703.0,510521.0,1039224.0,2014.0,1.0
278,Odisha,OD,S18,1,1.0,Bargarh,Bargarh,751140.0,679485.0,1430717.0,595871.0,526985.0,1122864.0,2014.0,1.0
279,Odisha,OD,S18,2,1.0,Sundargarh,Sundargarh,718689.0,691817.0,1410532.0,515013.0,493933.0,1008946.0,2014.0,1.0
280,Odisha,OD,S18,3,1.0,Sambalpur,Sambalpur,669036.0,627982.0,1297098.0,504240.0,476826.0,981068.0,2014.0,1.0
281,Odisha,OD,S18,4,1.0,Keonjhar,Kendujhar,691369.0,655285.0,1346683.0,550293.0,532437.0,1082730.0,2014.0,1.0
282,Odisha,OD,S18,5,1.0,Mayurbhanj,Mayurbhanj,670100.0,657438.0,1327555.0,522251.0,528655.0,1050906.0,2014.0,1.0
283,Odisha,OD,S18,6,1.0,Balasore,Baleshwar,709342.0,656857.0,1366218.0,531346.0,516773.0,1048119.0,2014.0,1.0
284,Odisha,OD,S18,7,1.0,Bhadrak,Bhadrak,774566.0,694893.0,1469498.0,537329.0,541995.0,1079324.0,2014.0,1.0
285,Odisha,OD,S18,8,1.0,Jajpur,Jajapur,696385.0,607337.0,1303733.0,522476.0,456676.0,979152.0,2014.0,1.0
286,Odisha,OD,S18,9,1.0,Dhenkanal,Dhenkanal,722329.0,641088.0,1363471.0,551212.0,488983.0,1040200.0,2014.0,1.0
287,Odisha,OD,S18,10,1.0,Bolangir,Bolangir,814968.0,747976.0,1563025.0,605683.0,563394.0,1169117.0,2014.0,0.0
288,Odisha,OD,S18,11,1.0,Kalahandi,Kalahandi,750694.0,723392.0,1474135.0,576088.0,539704.0,1115803.0,2014.0,1.0
289,Odisha,OD,S18,12,1.0,Nabarangpur,Nabarangapur,645875.0,651286.0,1297210.0,512473.0,509104.0,1021577.0,2014.0,1.0
290,Odisha,OD,S18,13,1.0,Kandhamal,Kandhamal,582340.0,561228.0,1143602.0,422515.0,416406.0,838921.0,2014.0,1.0
291,Odisha,OD,S18,14,1.0,Cuttack,Cuttack,731912.0,639680.0,1371617.0,522746.0,455864.0,978610.0,2014.0,1.0
292,Odisha,OD,S18,15,1.0,Kendrapara,Kendrapara,828491.0,726929.0,1555444.0,577477.0,558439.0,1135916.0,2014.0,0.0
293,Odisha,OD,S18,16,1.0,Jagatsinghpur,Jagatsinghpur,797923.0,701680.0,1499673.0,587440.0,544083.0,1131526.0,2014.0,1.0
294,Odisha,OD,S18,17,1.0,Puri,Puri,742939.0,661592.0,1404581.0,568551.0,469388.0,1037939.0,2014.0,1.0
295,Odisha,OD,S18,18,1.0,Bhubaneswar ,Bhubaneswar,835850.0,691665.0,1527768.0,485138.0,406314.0,891460.0,2014.0,1.0
296,Odisha,OD,S18,19,1.0,Aska,Aska,750999.0,657756.0,1408780.0,449644.0,446046.0,895690.0,2014.0,1.0
297,Odisha,OD,S18,20,1.0,Berhampur,Berhampur.,680089.0,654171.0,1334268.0,450468.0,454066.0,904534.0,2014.0,1.0
298,Odisha,OD,S18,21,1.0,Koraput,Koraput,629268.0,671019.0,1300437.0,485037.0,504205.0,989243.0,2014.0,1.0
299,Punjab,PB,S19,1,1.0,Gurdaspur,Gurdaspur,784477.0,715839.0,1500337.0,532763.0,509586.0,1042349.0,2014.0,1.0
300,Punjab,PB,S19,2,1.0,Amritsar,Amritsar,779164.0,698076.0,1477262.0,537622.0,469488.0,1007110.0,2014.0,1.0
301,Punjab,PB,S19,3,1.0,Khadoor Sahib,Khadoor Sahib,817134.0,746233.0,1563409.0,534962.0,505352.0,1040314.0,2014.0,0.0
302,Punjab,PB,S19,4,1.0,Jalandhar,Jalandhar,808530.0,742954.0,1551497.0,532265.0,508444.0,1040709.0,2014.0,0.0
303,Punjab,PB,S19,5,1.0,Hoshiarpur,Hoshiarpur,762065.0,723207.0,1485286.0,473084.0,487516.0,960600.0,2014.0,1.0
304,Punjab,PB,S19,6,1.0,Anandpur Sahib,Anandpur Sahib,817186.0,747512.0,1564721.0,554688.0,532346.0,1087034.0,2014.0,0.0
305,Punjab,PB,S19,7,1.0,Ludhiana,Ludhiana,835632.0,725551.0,1561201.0,601709.0,499984.0,1101693.0,2014.0,0.0
306,Punjab,PB,S19,8,1.0,Fatehgarh Sahib,Fatehgarh Sahib,740390.0,656554.0,1396957.0,551095.0,479741.0,1030836.0,2014.0,1.0
307,Punjab,PB,S19,9,1.0,Faridkot,Faridkot,768206.0,686848.0,1455075.0,547017.0,484634.0,1031651.0,2014.0,1.0
308,Punjab,PB,S19,10,1.0,Firozpur,Firozpur,808857.0,713236.0,1522111.0,590404.0,514569.0,1104973.0,2014.0,1.0
309,Punjab,PB,S19,11,1.0,Bathinda,Bathinda,813119.0,712156.0,1525289.0,626895.0,549533.0,1176428.0,2014.0,1.0
310,Punjab,PB,S19,12,1.0,Sangrur,Sangrur,758197.0,666535.0,1424743.0,583555.0,516181.0,1099736.0,2014.0,1.0
311,Punjab,PB,S19,13,1.0,Patiala,Patiala,834231.0,746037.0,1580273.0,593609.0,527264.0,1120873.0,2014.0,0.0
312,Rajasthan,RJ,S20,1,1.0,Ganganagar,Ganganagar,909749.0,808665.0,1718414.0,678212.0,573241.0,1251453.0,2014.0,0.0
313,Rajasthan,RJ,S20,2,1.0,Bikaner,Bikaner,847726.0,744629.0,1592355.0,526374.0,402281.0,928655.0,2014.0,0.0
314,Rajasthan,RJ,S20,3,1.0,Churu,Churu,928059.0,825765.0,1753825.0,598297.0,529280.0,1127578.0,2014.0,0.0
315,Rajasthan,RJ,S20,4,1.0,Jhunjhunu,Jhunjhunun,894068.0,803402.0,1697470.0,521812.0,479727.0,1001539.0,2014.0,0.0
316,Rajasthan,RJ,S20,5,1.0,Sikar,Sikar,943691.0,826191.0,1769882.0,552960.0,507618.0,1060578.0,2014.0,0.0
317,Rajasthan,RJ,S20,6,1.0,Jaipur Rural,Jaipur Rural,906858.0,793449.0,1700307.0,556476.0,452621.0,1009097.0,2014.0,0.0
318,Rajasthan,RJ,S20,7,1.0,Jaipur,Jaipur,1047469.0,910349.0,1957820.0,714851.0,578288.0,1293139.0,2014.0,0.0
319,Rajasthan,RJ,S20,8,1.0,Alwar,Alwar,870044.0,756398.0,1626442.0,585823.0,473846.0,1059669.0,2014.0,0.0
320,Rajasthan,RJ,S20,9,1.0,BHARATPUR,Bharatpur,910990.0,779714.0,1690705.0,547046.0,413081.0,960127.0,2014.0,0.0
321,Rajasthan,RJ,S20,10,1.0,KARAULI-DHOLPUR,Karauli - Dhaulpur,845548.0,703920.0,1549468.0,491202.0,353973.0,845175.0,2014.0,0.0
322,Rajasthan,RJ,S20,11,1.0,Dausa,Dausa,814648.0,709447.0,1524100.0,518917.0,409839.0,928756.0,2014.0,1.0
323,Rajasthan,RJ,S20,12,1.0,TONK-SAWAI MADHOPUR,Tonk - Sawai Madhopur,910730.0,800045.0,1710775.0,583732.0,459375.0,1043107.0,2014.0,0.0
324,Rajasthan,RJ,S20,13,1.0,Ajmer,Ajmer,869322.0,813938.0,1683261.0,613187.0,540384.0,1153571.0,2014.0,0.0
325,Rajasthan,RJ,S20,14,1.0,Nagaur,Nagaur,886728.0,791932.0,1678660.0,531452.0,469913.0,1001365.0,2014.0,0.0
326,Rajasthan,RJ,S20,15,1.0,Pali,Pali,998413.0,903678.0,1902094.0,578674.0,512314.0,1090988.0,2014.0,0.0
327,Rajasthan,RJ,S20,16,1.0,Jodhpur,Jodhpur,910621.0,817170.0,1727791.0,596225.0,475258.0,1071483.0,2014.0,0.0
328,Rajasthan,RJ,S20,17,1.0,Barmer,Barmer,896867.0,783282.0,1680152.0,653991.0,562013.0,1216004.0,2014.0,0.0
329,Rajasthan,RJ,S20,18,1.0,Jalore,Jalore,964046.0,860922.0,1824968.0,581247.0,506374.0,1087621.0,2014.0,0.0
330,Rajasthan,RJ,S20,19,1.0,Udaipur,Udaipur,930007.0,887933.0,1817940.0,599307.0,589859.0,1189166.0,2014.0,0.0
331,Rajasthan,RJ,S20,20,1.0,Banswara,Banswara,866441.0,831800.0,1698244.0,578240.0,590772.0,1169012.0,2014.0,0.0
332,Rajasthan,RJ,S20,21,1.0,Chittorgarh,Chittaurgarh,929217.0,890287.0,1819506.0,630617.0,539259.0,1169876.0,2014.0,0.0
333,Rajasthan,RJ,S20,22,1.0,Rajsamand,Rajsamand,880398.0,820791.0,1701194.0,506425.0,471078.0,977503.0,2014.0,0.0
334,Rajasthan,RJ,S20,23,1.0,Bhilwara,Bhilwara,904045.0,850856.0,1754901.0,580533.0,521628.0,1102161.0,2014.0,0.0
335,Rajasthan,RJ,S20,24,1.0,Kota,Kota,913387.0,831152.0,1744539.0,632156.0,518136.0,1150292.0,2014.0,0.0
336,Rajasthan,RJ,S20,25,1.0,JHALAWAR-BARAN,Jhalawar - Baran,868979.0,800865.0,1669844.0,635617.0,510625.0,1146242.0,2014.0,0.0
337,Sikkim,SK,S21,1,2.0,Sikkim,Sikkim,191017.0,179753.0,370770.0,153370.0,146197.0,299567.0,2014.0,1.0
338,Tamil Nadu,TN,S22,1,1.0,Thiruvallur,Tiruvallur,852794.0,849777.0,1702833.0,644387.0,609702.0,1254112.0,2014.0,0.0
339,Tamil Nadu,TN,S22,2,1.0,Chennai North,Chennai North,707700.0,714428.0,1422392.0,463981.0,445554.0,909539.0,2014.0,1.0
340,Tamil Nadu,TN,S22,3,1.0,Chennai South,Chennai South,901211.0,894252.0,1795776.0,556403.0,527433.0,1083847.0,2014.0,0.0
341,Tamil Nadu,TN,S22,4,1.0,Chennai central,Chennai Central,665282.0,662504.0,1328038.0,421903.0,392161.0,814079.0,2014.0,1.0
342,Tamil Nadu,TN,S22,5,1.0,Sriperumbudur,Sriperumbudur,982862.0,963377.0,1946503.0,665892.0,620230.0,1286127.0,2014.0,0.0
343,Tamil Nadu,TN,S22,6,1.0,Kancheepuram,Kancheepuram,736993.0,742956.0,1480123.0,572957.0,554099.0,1127056.0,2014.0,1.0
344,Tamil Nadu,TN,S22,7,1.0,Arakkonam,Arakkonam,693100.0,708671.0,1401813.0,543169.0,543863.0,1087042.0,2014.0,1.0
345,Tamil Nadu,TN,S22,8,1.0,Vellore,Vellore,652066.0,660173.0,1312259.0,483341.0,490341.0,973687.0,2014.0,1.0
346,Tamil Nadu,TN,S22,9,1.0,Krishnagiri,Krishnagiri,705468.0,674363.0,1379957.0,546295.0,522804.0,1069117.0,2014.0,1.0
347,Tamil Nadu,TN,S22,10,1.0,Dharmapuri,Dharmapuri,696496.0,661700.0,1358273.0,567657.0,533724.0,1101416.0,2014.0,1.0
348,Tamil Nadu,TN,S22,11,1.0,Tiruvannamalai,Tiruvannamalai,675321.0,677622.0,1352966.0,527265.0,536809.0,1064076.0,2014.0,1.0
349,Tamil Nadu,TN,S22,12,1.0,Arani,Arani,683921.0,685715.0,1369668.0,546222.0,546279.0,1092502.0,2014.0,1.0
350,Tamil Nadu,TN,S22,13,1.0,Viluppuram,Viluppuram,694932.0,691942.0,1387007.0,535359.0,528788.0,1064158.0,2014.0,1.0
351,Tamil Nadu,TN,S22,14,1.0,Kallakurichi,Kallakurichi,707219.0,705147.0,1412499.0,541221.0,562429.0,1103662.0,2014.0,1.0
352,Tamil Nadu,TN,S22,15,1.0,Salem,Salem,759981.0,738253.0,1498350.0,593293.0,555869.0,1149174.0,2014.0,1.0
353,Tamil Nadu,TN,S22,16,1.0,Namakkal,Namakkal,661113.0,668368.0,1329552.0,532212.0,526436.0,1058676.0,2014.0,1.0
354,Tamil Nadu,TN,S22,17,1.0,Erode,Erode,656661.0,664670.0,1321399.0,510564.0,495852.0,1006429.0,2014.0,1.0
355,Tamil Nadu,TN,S22,18,1.0,Tiruppur,Tiruppur,697730.0,677801.0,1375589.0,543168.0,505372.0,1048544.0,2014.0,1.0
356,Tamil Nadu,TN,S22,19,1.0,Nilgiris,Nilgiris,629707.0,639433.0,1269173.0,472256.0,458764.0,931024.0,2014.0,1.0
357,Tamil Nadu,TN,S22,20,1.0,Coimbatore,Coimbatore,869033.0,851127.0,1720221.0,608444.0,565861.0,1174312.0,2014.0,0.0
358,Tamil Nadu,TN,S22,21,1.0,Pollachi,Pollachi,686943.0,694524.0,1381505.0,513435.0,496880.0,1010321.0,2014.0,1.0
359,Tamil Nadu,TN,S22,22,1.0,Dindigul,Dindigul,696160.0,704264.0,1400531.0,538102.0,544003.0,1082129.0,2014.0,1.0
360,Tamil Nadu,TN,S22,23,1.0,Karur,Karur,641693.0,656598.0,1298322.0,510504.0,533334.0,1043857.0,2014.0,1.0
361,Tamil Nadu,TN,S22,24,1.0,Tiruchirappalli,Tiruchirappalli,689228.0,697829.0,1387140.0,490711.0,494904.0,985655.0,2014.0,1.0
362,Tamil Nadu,TN,S22,25,1.0,Perambalur,Perambalur,634391.0,651159.0,1285576.0,498647.0,528957.0,1027622.0,2014.0,1.0
363,Tamil Nadu,TN,S22,26,1.0,Cuddalore,Cuddalore,625652.0,622218.0,1247908.0,485201.0,497002.0,982208.0,2014.0,1.0
